id,scheduled_time,text,media_paths,status,tweet_id,posted_at,error
20260923_1800,2026-09-23 18:00,明日の自分に、少しだけ優しい今日の自分を残してあげましょう。,,pending,,,
20260924_0730,2026-09-24 07:30,誰も見てなくても、今日のあなたの頑張りはちゃんとここに記録しておきます。,,pending,,,
20260924_1230,2026-09-24 12:30,お昼ごはんを美味しいと思えたなら、今日はまだ悪くない日です。,,pending,,,
20260924_1800,2026-09-24 18:00,今日1日頑張ったあなたに、今夜はゆっくりする権利があります。,,pending,,,
20260925_0730,2026-09-25 07:30,「今日は調子いいぞ」と、根拠なく自分に言ってあげてください。案外効きます。,,pending,,,
20260925_1230,2026-09-25 12:30,「あと半日」を「もう半日終わった」に変換すると、少し軽くなります。,,pending,,,
20260925_1800,2026-09-25 18:00,今日の自分を採点するなら、少し甘めにつけてあげてください。,,pending,,,
20260926_0900,2026-09-26 09:00,週末の「特にやることがない」は、実はかなり贅沢な時間です。,,pending,,,
20260927_0900,2026-09-27 09:00,今日くらい、時計をあまり見ない1日にしてみませんか。,,pending,,,
20260928_0730,2026-09-28 07:30,深呼吸ひとつで、今日のスタートラインはちょっと軽くなります。,,pending,,,
20260928_1230,2026-09-28 12:30,デスクでこっそりストレッチ、誰も見てません。今がチャンス。,,pending,,,
20260928_1800,2026-09-28 18:00,お布団に入った瞬間の安心感、今日いちばんのごほうびです。,,pending,,,
20260929_0730,2026-09-29 07:30,今日という日は、今日しかありません。ちょっと得した気分でいきましょう。,,pending,,,
20260929_1230,2026-09-29 12:30,今日の午後、無理に元気出さなくていいです。淡々といきましょう。,,pending,,,
20260929_1800,2026-09-29 18:00,今日できなかったことより、今日ちゃんとやれたことを数えましょう。,,pending,,,
20260930_0730,2026-09-30 07:30,昨日できなかったこと、今日もできなくて大丈夫。人間だもの。,,pending,,,
20260930_1230,2026-09-30 12:30,ランチ後の眠気対策、実は少し歩くのが一番効きます。,,pending,,,
20260930_1800,2026-09-30 18:00,誰にも褒められなかった今日の頑張り、ここで拍手しておきます。,,pending,,,
20261001_0730,2026-10-01 07:30,「行ってきます」の声、今日は少し大きめに出してみませんか。,,pending,,,
20261001_1230,2026-10-01 12:30,午前中頑張った分、午後は少しペースを落としても大丈夫です。,,pending,,,
20261001_1800,2026-10-01 18:00,「今日も無事に終わった」それだけで、実はかなりすごいことです。,,pending,,,
20261002_0730,2026-10-02 07:30,朝が苦手なあなたへ。ここまでたどり着いただけで才能あります。,,pending,,,
20261002_1230,2026-10-02 12:30,お昼休みが短くても、深呼吸3回でだいぶリセットできます。,,pending,,,
20261002_1800,2026-10-02 18:00,明日の心配は、明日起きてからで十分間に合います。,,pending,,,
20261003_0900,2026-10-03 09:00,平日頑張った分、今日はゆっくりが正解です。,,pending,,,
20261004_0900,2026-10-04 09:00,今日、誰にも予定を合わせなくていい時間があるなら、それは幸せなことです。,,pending,,,
20261005_0730,2026-10-05 07:30,今日の目標は「無理しすぎないこと」。それだけで十分立派です。,,pending,,,
20261005_1230,2026-10-05 12:30,今日、誰かのために少し譲れたら、それはもう立派な午後の実績です。,,pending,,,
20261005_1800,2026-10-05 18:00,今日1日分の頑張り、ちゃんと自分の中に貯金されています。,,pending,,,
20261006_0730,2026-10-06 07:30,曇りの日も、あなたのやる気までは曇らせなくていい。,,pending,,,
20261006_1230,2026-10-06 12:30,「あと何時間」で数えるより、「あと何回休憩」で数えると気が楽です。,,pending,,,
20261006_1800,2026-10-06 18:00,寝る前のスマホ、あと5分だけなら許可します。今日は頑張ったので。,,pending,,,
20261007_0730,2026-10-07 07:30,今日、小さな親切をひとつしたら、それはもう良い1日の証拠です。,,pending,,,
20261007_1230,2026-10-07 12:30,昼下がりのだるさは、みんな平等に感じてます。あなただけじゃない。,,pending,,,
20261007_1800,2026-10-07 18:00,今日の自分にダメ出しする前に、まず「お疲れさま」を先に言いましょう。,,pending,,,
20261008_0730,2026-10-08 07:30,「なんとかなる」って唱えると、本当になんとかなりやすくなるらしいです。,,pending,,,
20261008_1230,2026-10-08 12:30,今日食べたもの、ちゃんと味わえましたか?それだけで十分な休憩です。,,pending,,,
20261008_1800,2026-10-08 18:00,今夜はゆっくり湯船につかって、今日の分の疲れを流しましょう。,,pending,,,
20261009_0730,2026-10-09 07:30,今日の自分へ:昨日よりちょっとだけ機嫌よくいけたら上出来。,,pending,,,
20261009_1230,2026-10-09 12:30,午後の仕事、完璧じゃなくて「終わらせる」を目標にしましょう。,,pending,,,
20261009_1800,2026-10-09 18:00,今日という日は、もう二度と来ません。ちゃんと生きた証拠が今日1日分あります。,,pending,,,
20261010_0900,2026-10-10 09:00,週末の朝の静けさ、実は1週間でいちばんの贅沢かもしれません。,,pending,,,
20261011_0900,2026-10-11 09:00,今日は「やらなきゃ」より「やりたい」を優先していい日です。,,pending,,,
20261012_0730,2026-10-12 07:30,支度に時間がかかっても、今日は遅刻じゃなくて「余裕を持って出発」にしよう。,,pending,,,
20261012_1230,2026-10-12 12:30,眠くなったら、目を閉じるより先に肩の力を抜いてみてください。,,pending,,,
20261012_1800,2026-10-12 18:00,明日も頑張れる保証はいりません。今日頑張れたことがもう十分な証拠です。,,pending,,,
20261013_0730,2026-10-13 07:30,今朝、目覚まし1回で起きられた人、もうMVP候補です。,,pending,,,
20261013_1230,2026-10-13 12:30,今日のあなた、午前中だけでもうだいぶ頑張ってます。自覚してください。,,pending,,,
20261013_1800,2026-10-13 18:00,今日1日を振り返って、笑える失敗があったなら、それはもうネタとして黒字です。,,pending,,,
20261014_0730,2026-10-14 07:30,眠気に負けず起きたその根性、今日1日ずっと使っていきましょう。,,pending,,,
20261014_1230,2026-10-14 12:30,ランチの選択、間違いなんてありません。今日食べたいものが正解です。,,pending,,,
20261014_1800,2026-10-14 18:00,「今日はダメな1日だった」と思う日ほど、実はちゃんと踏ん張った日だったりします。,,pending,,,
20261015_0730,2026-10-15 07:30,今日という真っさらなページ、好きな言葉から書き始めていいんです。,,pending,,,
20261015_1230,2026-10-15 12:30,午後イチの仕事が憂鬱でも、終わればまたひと休みが待ってます。,,pending,,,
20261015_1800,2026-10-15 18:00,眠る前の数分、今日いちばん優しい時間にしてあげてください。,,pending,,,
20261016_0730,2026-10-16 07:30,「よし、いくか」その一言が、今日いちばんの名言かもしれません。,,pending,,,
20261016_1230,2026-10-16 12:30,「めんどくさい」を我慢して午後も働くあなた、普通にすごいです。,,pending,,,
20261016_1800,2026-10-16 18:00,今日頑張った分、明日は少しくらいサボっても帳尻は合います。,,pending,,,
20261017_0900,2026-10-17 09:00,二度寝したあなた、今日はそれで正解です。,,pending,,,
20261018_0900,2026-10-18 09:00,週末くらい、自分に甘くしても誰も文句は言いません。,,pending,,,
20261019_0730,2026-10-19 07:30,今日も元気に、じゃなくて今日も自分のペースで、でいいんです。,,pending,,,
20261019_1230,2026-10-19 12:30,今日はコーヒーの香りだけで、少し気分転換できるかもしれません。,,pending,,,
20261019_1800,2026-10-19 18:00,「今日もお疲れさま」その言葉、今夜は自分にかけてあげてください。,,pending,,,
20261020_0730,2026-10-20 07:30,朝ごはんを食べたあなた、すでに今日のタスクを1つ消化済みです。,,pending,,,
20261020_1230,2026-10-20 12:30,お昼休み、SNSを見るのも息抜きのひとつ。今まさにそうですね。,,pending,,,
20261020_1800,2026-10-20 18:00,今日1日の終わりに、深呼吸をひとつ。それだけで十分なご褒美です。,,pending,,,
20261021_0730,2026-10-21 07:30,誰かに褒められる前に、まず自分で自分を褒めておきましょう。おはよう。,,pending,,,
20261021_1230,2026-10-21 12:30,午後の会議中、こっそり背伸びするだけで少しラクになります。,,pending,,,
20261021_1800,2026-10-21 18:00,明日はまた新しい1日。今日の分は今日でちゃんと終わりにしましょう。,,pending,,,
20261022_0730,2026-10-22 07:30,今日の空、なんとなく見上げてみませんか。ちょっとだけ得します。,,pending,,,
20261022_1230,2026-10-22 12:30,今日のランチ、誰かとシェアできたなら、それは今日いちばんの豊かさです。,,pending,,,
20261022_1800,2026-10-22 18:00,今日を生き抜いたあなたへ、おやすみなさい。よく頑張りました。,,pending,,,
20261023_0730,2026-10-23 07:30,スタートの合図はいりません。あなたはもう動き出しています。,,pending,,,
20261023_1230,2026-10-23 12:30,まだ半日残ってますが、あなたはもう十分やることやってます。,,pending,,,
20261023_1800,2026-10-23 18:00,今日という日に「お疲れさま」と言えるうちは、まだまだ大丈夫です。,,pending,,,
20261024_0900,2026-10-24 09:00,今日1日、比べる相手はいません。ただゆっくり過ごしましょう。,,pending,,,
20261025_0900,2026-10-25 09:00,平日の疲れ、今日は無理に取ろうとせず、ただ休みましょう。,,pending,,,
